"ID","Bifidobacterium apousia (ESL0825)","Bifidobacterium apousia (ESL0820)","Bifidobacterium asteroides (ESL0822)","Bifidobacterium asteroides (ESL0170)","Bifidobacterium polysaccharolyticum (ESL0824)","Bifidobacterium polysaccharolyticum (ESL0198)","Bifidobacterium sp1. (ESL0827)","Bifidobacterium sp1. (ESL0199)","Bifidobacterium sp2. (ESL0200)","Bifidobacterium sp2. (ESL0819)","Bifidobacterium coryneforme (ESL0197)","Lactobacillus melliventris (ESL0394)","Bombilactobacillus mellis (ESL0295)","Bombilactobacillus mellifer (ESL1028)","Lactobacillus apis (ESL0263)","Lactobacillus apis (ESL0185)","Lactobacillus helsingborgensis (ESL0183)","Lactobacillus helsingborgensis (ESL0835)","Lactobacillus melliventris (ESL0184)","Lactobacillus melliventris (ESL0350)","Lactobacillus kullabergensis (ESL0186)","Lactobacillus kullabergensis (ESL0261)","Treatment"
"3-1_1",463238193.203944,0,254033847.886034,0,574066685.664028,0,226638040.76107,0,18678959.4033849,0,21169487.3238362,0,0,17433695.4431592,0,450785553.601688,1970007585.07699,0,0,0,2306228854.33792,0,"A1-0"
"3-1_2",69766366.0753568,0,6644415.81670064,0,50940521.2613716,0,11074026.3611677,0,0,0,0,0,4429610.5444671,0,0,488364562.527497,1765199801.97014,0,0,0,1455127063.85744,0,"A1-0"
"3-1_3",123984170.06839,0,79316472.4343239,0,127323811.012994,0,49677159.0509713,0,30056768.501428,0,8766557.47958316,0,159467855.104799,33813864.5641065,0,401591823.588524,1039045788.88964,0,0,0,1254035174.69847,0,"A1-0"
"3-1_4",275933366.377927,0,19495292.1897448,0,124220002.798759,0,30742576.1453668,0,3499155.00841573,0,12746921.8163716,0,0,0,0,767314705.416879,1606612028.14974,0,0,0,150213725.718418,0,"A1-0"
"3-1_5",353784882.253801,0,324720401.842015,0,323718178.37954,0,150333519.371303,0,82182323.9229792,0,28062256.94931,0,0,99220122.7850603,0,879952200.053363,1822042254.7802,0,0,0,2395314075.3161,0,"A1-0"
"3-1_6",383601386.443849,0,193920037.89841,0,285051858.98728,0,75236736.0152301,0,19074102.0883682,0,11656395.7206695,0,0,4238689.35297071,0,325319407.840502,3277566542.1846,0,0,0,1181534657.14059,0,"A1-0"
"3-1_7",279531543.726207,0,145772896.72828,0,279531543.726207,0,128952947.105786,0,90507347.9686571,0,18421849.5865408,0,0,38445599.1371287,0,634352385.762624,2018393954.69926,0,0,0,2232247599.89953,0,"A1-0"
"3-1_8",212002489.766581,0,64925762.4910154,0,120576416.054743,0,60950715.807892,0,42400497.9533162,0,7950093.36624678,0,75525886.9793444,0,0,479655633.096889,3368189556.16655,0,0,0,1277315000.84365,0,"A1-0"
"3-1_9",56306223.9076915,0,11261244.7815383,0,30802816.6083254,0,12254884.0269682,0,2318491.57266965,0,0,0,1656065.40904975,0,0,451112217.425152,2272784167.37988,0,0,0,621355741.475467,0,"A1-0"
"3-1_10",362076281.918068,0,35229043.6460823,0,113515807.304043,0,54800734.5605724,0,52843565.4691234,0,3914338.18289803,0,0,1957169.09144902,0,806353665.676994,6411685943.58697,0,0,0,743724254.750626,0,"A1-0"
"3-2_1",0,84448755.5242244,0,18473165.2709241,0,91046314.5495544,0,119635736.992651,0,16713816.1975027,0,906064772.811991,0,35186981.4684268,354508838.2944,0,0,38265842.3469142,0,929815985.303179,0,383538098.005852,"B1-0"
"3-2_2",0,143815647.156068,0,79021699.1726525,3076270.52740253,123243088.004064,0,117667347.673147,0,57487805.4808348,1345868.35573861,522389188.934542,0,32685374.3536519,246293909.100165,0,0,370882865.459968,0,933648105.066668,0,140739376.628666,"B1-0"
"3-2_3",0,101147078.684014,0,16076356.8769295,0,99807382.2776037,0,208322791.196878,0,37511499.3795021,5358785.62564315,949844752.145249,0,19090673.7913537,473582679.666214,0,0,605542775.697676,0,1225487287.76427,0,233107174.715477,"B1-0"
"3-2_4",0,86463219.2038892,0,25306308.0596749,0,29524026.0696207,0,118517876.079477,0,4217718.00994582,0,2348425387.93783,0,6748348.8159133,955734901.053722,0,0,549146884.894945,0,522153489.631292,0,57360964.9352631,"B1-0"
"3-2_5",0,63250321.2227972,0,11775325.7595633,0,29942971.2171752,0,131883648.507109,0,3700816.66729132,0,1251885347.181,0,14130390.911476,957165765.313074,0,0,752611534.975517,0,451836071.288386,0,164854560.633886,"B1-0"
"3-2_6",0,2199155.36674736,0,1676704.09177423,0,3693609.01376351,0,2818806.87892479,0,279450.681962371,0,25928163.2742478,0,571051.39357528,11481778.0197583,0,0,9282622.65301093,0,24749610.3981456,0,12806131.2516669,"B1-0"
"3-2_7",0,108185654.083892,0,39233335.028447,0,45968212.70363,0,105833792.03859,0,40088557.590375,1817347.944097,1507757376.67906,0,18387285.081452,553756608.84838,0,0,617898300.99298,0,1326236387.90985,0,304566134.866609,"B1-0"
"3-2_8",0,304257131.833276,0,186357493.247882,0,179131386.366841,0,143761494.791223,0,80628139.9358182,4183535.56270755,813507506.239222,0,27763463.2797864,379941093.376803,0,0,726413902.251947,0,1695092545.72614,0,194344242.958505,"B1-0"
"3-2_9",0,89696285.1361252,0,48874755.9874862,0,117188335.379086,0,106635831.245424,0,40543831.6714374,694243.693004065,326572233.189112,0,35822974.5590098,241041410.211011,0,0,202719158.357187,0,585108584.463826,0,102470369.0874,"B1-0"
"3-3_1",129333754.673746,0,49892796.746801,0,125458585.994383,0,45048835.897597,9687921.69840795,20344635.5666567,0,1453188.25476119,57643134.1055273,0,10172317.7833284,114801872.126134,139021676.372154,755173496.3909,0,25188596.4158607,1937584.33968159,561415062.422741,0,"A1-B1"
"3-3_2",214002839.101574,0,173580080.60461,0,184280222.559688,0,90356754.2873311,0,87978944.9639803,0,51122900.4520426,7133427.97005246,451783771.436656,24966997.8951836,210436125.116547,263936834.891941,1010568962.4241,0,449405962.113305,0,1020080199.7175,0,"A1-B1"
"3-3_3",50346907.5804859,0,12420382.4868159,0,9980664.4983342,0,13529345.208853,0,15081893.019705,0,0,0,11089627.2203713,1774340.35525941,0,231995001.450168,658280271.801242,0,0,0,197838949.611425,0,"A1-B1"
"3-3_4",13883625.2820406,0,1273727.09009547,0,6623380.86849645,0,3311690.43424823,0,0,0,0,254745.418019094,0,0,134250835.296063,159343258.970944,1634446602.01051,0,0,0,521845988.812115,0,"A1-B1"
"3-3_5",172770093.934346,5676224.85205245,122038834.319128,0,151839014.792403,0,83014788.461267,17738202.6626639,23414427.5147163,0,5676224.85205245,97205350.5913982,351925940.827252,24123955.6212229,155741419.378189,266073039.939958,1191652454.87776,0,34057349.1123147,20576315.0886901,819150198.961819,0,"A1-B1"
"3-3_6",371176078.017302,28190588.2038457,307411652.318127,16108907.5450547,363792828.725819,16780112.0260986,170485938.185162,65778039.1423067,164445097.855767,0,28190588.2038457,9396862.73461524,548374061.012904,26848179.2417578,134240896.208789,339629467.408236,869881007.432954,0,938343864.499436,0,1155142911.87663,0,"A1-B1"
"3-3_7",165892326.439503,0,16589232.6439503,0,87093471.3807393,0,47002825.824526,0,26266285.019588,0,11059488.4293002,2764872.10732506,70504238.7367889,4147308.16098758,218424896.478679,521178392.230773,3801699147.57195,0,87093471.3807393,0,1271841169.36953,0,"A1-B1"
"3-3_8",243159101.965413,1993107.39315913,88361094.4300545,0,141510624.914298,0,55807007.0084555,51820792.2221373,43848362.6495008,0,0,105634691.837434,239837256.310148,9301167.83474258,674999037.14989,565378130.526138,3074700338.51348,0,0,10629906.0968487,555412593.560343,0,"A1-B1"
"3-3_9",218945263.532266,0,152109340.980311,0,142890593.04211,0,64531235.5674047,41484365.721903,36874991.7528027,0,0,131367158.11936,0,13828121.907301,269648377.192369,419453031.18813,2608905666.51079,0,0,41484365.721903,1385116877.71465,0,"A1-B1"
"3-4_1",0,239955523.874069,0,92859500.6772938,10682951.4053524,473336923.806382,0,343497975.956715,0,193936656.281782,21365902.8107048,1239222363.02088,0,22187668.3034242,493881061.124368,0,0,658234159.668251,0,1590116228.41207,0,271182612.597407,"B1-A1"
"3-4_2",3712099.83699532,149544593.43324,0,27575598.7891081,0,98635795.6687329,0,939691558.736531,0,48787597.8576528,22272599.0219719,1897413316.68132,530299.976713618,4242399.81370894,816661964.138971,0,0,796510565.023854,0,1278022943.87982,0,305983086.563757,"B1-A1"
"3-4_3",19017410.6379196,170669069.827483,0,77532520.2930566,19992662.4655052,170669069.827483,1462877.74137843,236986194.103305,0,70218131.5861645,3413381.39654966,969887942.533897,1462877.74137843,29745180.7413613,684626782.965104,0,0,599779873.965155,0,865048371.068443,0,261367489.792946,"B1-A1"
"3-4_4",21408384.8432289,74929346.951301,19624352.7729598,34788625.3702469,12488224.4918835,66901202.6350902,3568064.14053814,151642725.972871,0,5352096.21080722,0,2122106147.58506,11596208.456749,14272256.5621526,1049010857.31821,53520962.1080722,4460080.17567268,1192625438.97487,1784032.07026907,1480746618.32333,59765074.3540139,523613412.623973,"B1-A1"
"3-4_5",38110064.6165046,267741409.375826,6068481.62683195,126709896.368251,18690923.4106424,308036127.37799,4612046.03639228,265556755.990166,0,99037620.1498974,23302969.4470347,703458390.182359,3155610.44595261,53645377.5811944,471156913.507232,4126567.50624572,0,360710547.898891,0,1287489061.94867,7039438.68712506,280121111.894563,"B1-A1"
"3-4_6",0,104523721.051186,0,16740127.199604,0,106973495.763323,0,112689636.75831,0,59202888.8766482,1224887.35606858,654089848.140624,0,10207394.6339049,620201297.95606,0,0,257634640.559759,0,776578583.747482,0,180058441.342082,"B1-A1"
"3-4_7",14752797.6153479,213454540.497065,0,106957782.711272,12447672.9879498,82984486.586332,0,199162767.807197,0,42875318.0696049,0,820624367.353728,4149224.3293166,24895345.9758996,229129387.963372,0,0,551385810.873628,0,1007339462.17297,0,339775370.078482,"B1-A1"
"3-4_8",14365200.2659163,193930203.589871,0,50278200.9307072,10773900.1994373,210091053.889027,0,242412754.487338,0,48482550.8974677,3591300.06647909,783801239.509061,39504300.7312699,40402125.7478897,321421355.949878,0,0,632068811.700319,0,1195902922.13754,0,263062729.869593,"B1-A1"
"3-4_9",16626803.7040823,68960349.7890625,0,4088558.28788908,2725705.52525939,12265674.8636672,0,173627441.959023,0,2180564.42020751,0,733759927.399827,2180564.42020751,817711.657577817,1214574382.05558,0,0,530967436.320529,0,328174945.24123,0,474817902.500186,"B1-A1"
"3-4_10",0,32354641.9822819,0,2986582.33682602,0,6470928.39645639,0,80637723.0943027,0,0,0,888508245.205742,0,17919494.0209561,634150982.852726,0,0,314586672.812341,0,529620601.063815,0,298658233.682602,"B1-A1"
"3-5_1",0,12220866.875865,104750287.507414,0,324725891.272984,0,136175373.759638,0,89037744.3813019,0,6983352.50049427,181567165.012851,343930110.649343,52375143.753707,61104334.3793249,356150977.525208,1159236515.08205,0,0,29679248.1271007,1091148828.20223,0,"Am1-B1"
"3-5_2",0,40178186.2801436,283875783.437276,0,534707824.887145,14644385.6535103,153202803.7598,22529824.0823235,132925962.085709,0,22529824.0823235,166720698.209194,0,57075554.3418862,141186897.582561,545221742.792229,476130282.273103,0,0,26660291.8307495,1098328924.01327,1126491.20411618,"Am1-B1"
"3-5_3",0,7017165.87413619,104477803.014917,0,363333255.260829,3898425.48563121,138004262.191345,15593701.9425249,74849769.3241193,0,4678110.58275746,31967088.982176,314213094.141876,42882680.3419434,88104415.9752654,184005682.921793,1017489051.74975,0,478726649.635513,1559370.19425249,827245888.050944,0,"Am1-B1"
"3-5_4",0,0,143126991.917776,0,506056149.994995,0,258991699.660738,0,32373962.4575922,0,9371410.18509249,69859603.1979622,0,34929801.5989811,526502863.126105,402970637.958977,4152386658.37644,0,0,5963624.66324068,981442230.293323,0,"Am1-B1"
"3-5_5",0,43606690.104803,483826609.258052,0,674519357.25604,35300653.8943643,365119508.4172,10382545.2630483,410456622.732511,0,190000578.313785,288288673.470642,307669424.628332,49144047.5784288,37723247.7890756,528125469.047059,1098473288.83051,0,0,19380751.1576902,1635596963.77221,0,"Am1-B1"
"3-5_6",0,622345.756978901,178613232.252945,0,259207007.781712,0,117312175.190523,0,82460812.7997044,0,622345.756978901,26760867.5500927,0,38585436.9326919,145006561.376084,440620795.941062,759261823.514259,0,0,1555864.39244725,1041806797.18268,0,"Am1-B1"
"3-5_7",0,8333531.62612554,259265428.36835,0,430874450.002639,0,240746469.199182,7716232.98715328,35803321.0603912,0,32716827.8655299,57408773.4244204,132719207.379036,21914101.6835153,87039108.0950889,279018984.815462,1828129919.31635,0,0,12037323.4599591,1037679012.11237,0,"Am1-B1"
"3-5_8",0,11239403.8261586,189762957.623051,3136577.81195125,445394049.297077,3659340.78060979,169375201.845367,7318681.56121958,74755104.5181715,0,7841444.52987812,89392467.6406106,308952914.477198,23001570.6209758,131997649.586282,435984315.861224,747028282.213056,0,0,32934067.0254881,725595000.498056,1829670.3903049,"Am1-B1"
"3-5_9",0,0,99760912.2439696,0,214791351.87222,0,105868723.197682,0,85509353.351974,0,7634763.69214054,25958196.5532778,0,21886322.5841362,425510829.775299,283504225.101485,2102104936.56936,0,0,0,1709169098.54719,0,"Am1-B1"
"3-5_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Am1-B1"
"3-6_1",45887958.755318,0,0,199747585.170208,35090791.9893608,213244043.627654,29692208.6063822,118768834.425529,0,86377334.1276574,0,1705952349.02123,2699291.69148929,70181583.9787216,288824210.989355,0,0,188950418.404251,0,1530498389.07443,0,610039922.276581,"Bm1-A1"
"3-6_2",50467432.3590963,0,6961025.1529788,73090764.1062774,37415510.197261,241895624.066013,20012947.314814,137480246.771331,0,47857047.9267292,7831153.29710115,1071997873.55873,870128.144122349,8701281.44122349,612570213.462134,0,0,214921651.59822,0,388947280.42269,26973972.4677928,0,"Bm1-A1"
"3-6_3",0,0,0,10861256.4947971,0,16291884.7421956,0,112232983.77957,0,16291884.7421956,0,1535057584.59798,0,1810209.41579951,508668845.839662,0,0,531296463.537156,0,979323293.947534,0,381049082.025797,"Bm1-A1"
"3-6_4",28788306.3923317,0,0,143069159.040679,25298814.7084127,229434078.217673,7851356.28881772,150048142.408516,0,61066104.4685823,0,1187299545.45344,1744745.84195949,44491018.9699671,289627809.765276,0,0,934311398.369309,0,1564164647.31669,0,401291543.650684,"Bm1-A1"
"3-6_5",37412156.8830491,0,7876243.55432613,236287306.629784,20018785.7005789,403985658.973978,10501658.0724348,123722659.165873,0,114205531.537729,0,557244231.468574,984530.444290767,76465197.8399162,82372380.5056608,0,0,774169106.027306,0,1456448703.92081,24941437.9220328,271074048.994724,"Bm1-A1"
"3-6_6",14703135.9022496,0,3488879.70561856,100679100.076421,10466639.1168557,175440808.053962,0,226777180.865206,0,133574251.586539,11961873.2764065,613046005.415832,0,19936455.4606775,333686423.273089,0,0,763317038.450688,0,1422466097.11934,0,243972373.70004,"Bm1-A1"
"3-6_7",29168409.3790972,0,6921317.47978578,49437981.9984699,11865115.6796328,107280420.93668,13842634.9595716,84044569.3973987,0,28674029.5591125,0,2139675860.89377,988759.639969397,12359495.4996175,837479415.054079,0,0,751457326.376742,0,1178601490.84352,13348255.1395869,271908900.991584,"Bm1-A1"
"3-6_8",24501567.2098062,0,4686092.08930719,155444369.01959,15263271.3766006,161603232.908394,6024975.54339496,51680901.3277879,0,84617434.298347,1338883.45408777,404075026.443689,16468266.4852796,11782174.3959724,183025368.173798,0,0,355875222.096529,0,628338005.00339,11648286.0505636,16869931.5215059,"Bm1-A1"
"3-6_9",8732423.73079655,0,0,44301076.4879434,4898676.72703221,91583956.2010369,3194789.16980361,43023160.820022,0,24919355.5244682,0,626178677.281508,0,30669976.0301147,216393719.768031,0,0,440667919.488245,0,687731615.286391,0,217245663.546646,"Bm1-A1"
"3-6_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bm1-A1"
